FIPS,Name,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021
45080,Lower Providence township,0,0,0,0,0,0,1,1,2,2,1,3,0,1,3,2,1,4,4,2,1,0,0,1,0,6,1,3,2,3,2,2,1,1,3,2,3,2,0,0,4,3,3,7,1,1,4,2,3,3,1,121,42,11,4,0,7,5,6,4,2,3,2,0,1,4,2,4,3,4,0,0,3,5,2,1,4,2,1,1,75,9,2,0,1,1,6,2,7,4,1,1,1,4,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,2,0,0,1,0,0,1,1,0,3,0,0,1,1,2,2,1,2,3,5,0,7,1,0,1,2,1,2,3,6,1,1,5,4,3,1,5,11,1,5,6,8,4,4,0,1,4,4,4,5,3,2,0,1,6,4,3,1,2,3,1,0,3,0,1,1,1,0,0,5,6,0,1,2,0,1,1,2,0,3,2,1,2,3,2,0,0,0,1,1,0,0,0,2,0,0,0,0,3,2,4,2,3,0,0,1,3,1,0,2,0,4,1,5,2,2,4,8,6,9,1,5,6,3,4,7,6,8,4,6,3,8,11,2,10,3,6,5,9,11,9,7,13,5,3,5,13,11,11,9,7,6,19,28,23,13,12,3,29,3,21,19,12,11,5,4,28,9,12,2,6,7,9,57,27,4,16,7,5,9,10,9,17,13,7,5,20,13,11,19,14,14,4,17,8,4,12,18,11,9,5,7,6,7,10,9,5,8,9,16,8,12,4,6,3,7,9,3,4,10,5,7,1,6,4,4,3,3,8,6,3,3,4,2,3,3,8,2,6,7,4,5,7,6,4,4,2,0,2,5,4,1,4,2,4,1,4,6,2,4,4,1,1,2,4,3,4,2,4,2,5,2,4,8
45096,Lower Salford township,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,2,2,0,1,5,5,3,1,0,0,2,0,1,0,1,1,3,1,0,0,1,1,0,1,0,1,2,0,1,2,0,1,1,1,1,1,1,3,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,0,0,1,0,0,1,1,2,0,0,1,1,2,0,2,2,1,2,2,0,1,1,0,0,0,1,1,0,1,1,1,0,2,2,3,3,2,2,0,1,1,1,0,0,5,0,1,4,1,0,1,1,1,2,2,1,0,1,0,2,2,0,0,1,3,0,1,0,1,1,0,0,0,3,0,1,1,2,1,0,0,0,1,3,0,0,0,2,1,1,1,2,1,1,2,5,1,1,3,3,3,3,4,14,9,8,4,3,7,7,5,3,4,9,6,6,3,14,3,5,2,2,1,5,5,10,7,10,1,13,8,7,9,6,15,9,8,11,12,14,11,8,14,27,10,10,17,9,7,4,10,7,14,3,12,8,3,17,7,12,18,19,14,9,7,5,10,9,4,16,5,5,9,8,12,10,2,5,1,5,3,5,5,2,11,2,2,0,1,3,5,4,2,0,4,2,2,0,0,1,1,3,3,2,1,0,6,0,4,1,1,2,4,2,1,0,1,3,4,0,1,2,6,3,2,2,5,2,2,0,4,3,1,3,3,3,1,4,3,6,7,5,7,0,6
47592,Marlborough township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,0,1,1,1,3,4,0,2,3,1,3,1,1,2,1,1,0,1,1,2,5,2,0,0,2,2,6,2,3,0,2,1,5,1,0,1,2,1,4,3,1,2,0,0,1,0,3,4,1,1,0,4,1,6,5,2,7,1,1,0,2,2,2,1,0,0,2,0,3,1,0,0,0,1,1,1,0,0,2,0,1,1,0,1,0,0,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,4,0,0,1,0,0,1,0,2,1,2,0,0,0,2
50640,Montgomery township,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,2,1,1,1,0,3,2,3,2,4,4,5,3,6,1,7,3,0,5,8,5,7,1,11,1,1,3,0,2,2,1,0,2,3,1,0,0,1,0,0,5,1,0,2,0,64,1,1,1,2,0,0,1,0,0,2,2,2,0,0,0,2,0,1,0,2,1,0,2,0,1,1,2,0,2,1,2,0,1,0,0,0,0,1,0,1,1,1,0,1,2,3,2,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,3,2,2,5,1,0,2,2,0,0,0,0,1,1,0,4,0,3,1,0,2,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,2,2,1,3,0,1,0,0,2,2,0,4,2,0,2,2,1,1,1,1,0,2,2,4,0,1,0,0,0,3,1,1,3,1,1,0,1,3,0,0,1,1,4,0,2,1,5,2,2,1,0,3,0,1,0,3,0,4,1,0,3,3,3,5,8,3,5,11,7,3,6,5,8,9,6,3,2,7,14,16,5,3,4,7,10,5,5,4,1,1,7,11,13,12,10,10,21,6,20,15,12,16,14,6,5,9,18,9,7,8,8,8,9,13,15,6,3,21,9,23,11,10,9,0,12,8,8,11,6,14,5,15,5,8,5,12,7,9,7,5,7,7,2,7,2,6,7,5,4,10,4,4,1,1,2,4,8,7,5,6,4,6,0,3,2,2,5,2,3,4,4,2,2,5,1,3,7,2,4,3,3,1,1,2,9,3,3,3,1,1,4,3,3,1,6,4,2,6,3,4,3,2,6,4,6,9,6,7,7,6,5,5
52664,Narberth borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,2,1,0,0,0,3,1,2,2,1,1,0,0,2,0,3,1,0,1,0,0,1,0,2,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2,2,2,1,0,1,1,1,2,0,0,1,0,0,0,1,1,1,1,0,1,3,0,4,0,0,1,0,1,3,1,6,4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,2
53664,New Hanover township,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,4,1,0,0,0,0,2,1,0,0,0,0,3,1,0,0,1,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,2,3,3,2,1,0,1,0,0,1,0,1,1,1,4,0,1,2,0,2,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,1,0,3,4,0,0,2,1,1,2,0,2,1,1,1,4,1,2,0,4,0,11,4,8,1,2,3,4,5,1,4,6,3,5,4,10,6,5,6,4,6,2,6,4,6,6,7,9,3,8,11,2,3,8,8,4,7,6,8,3,4,13,7,11,8,12,4,4,12,12,4,4,5,11,6,2,8,3,4,4,9,4,6,2,4,4,4,6,10,1,4,1,3,4,3,3,3,2,4,1,6,7,1,3,2,1,0,3,0,0,2,3,0,4,1,1,0,1,2,2,3,2,4,3,2,3,0,2,2,5,2,2,0,1,1,0,3,0,4,1,2,3,6,1,1,1,1,4,2,4,3,3,3,0,5,6
54656,Norristown borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,1,4,6,5,3,10,6,8,7,12,7,3,5,1,4,10,18,13,13,9,9,11,16,14,8,5,3,14,24,8,8,12,11,3,11,18,17,10,27,3,6,37,14,30,27,26,24,12,26,16,24,33,7,13,3,20,26,18,32,16,16,23,33,7,26,20,6,11,9,15,13,6,9,5,10,2,2,3,9,4,1,2,2,0,14,8,5,3,0,5,4,0,3,1,0,3,1,6,0,1,2,0,2,6,6,0,7,1,3,0,1,5,1,3,4,1,1,4,2,1,2,3,2,0,2,0,3,1,2,0,1,0,2,4,0,4,1,2,1,2,1,1,1,1,0,2,2,3,1,0,1,0,1,0,4,0,4,2,0,2,0,2,1,0,0,2,5,0,3,1,0,5,0,0,3,0,0,3,0,0,2,1,1,3,0,1,1,2,2,2,1,2,4,1,4,2,0,6,3,0,2,2,3,1,1,5,4,2,5,5,7,4,5,3,2,4,6,2,17,4,5,9,4,10,31,14,8,17,13,5,8,8,13,6,6,9,6,3,8,3,20,7,9,16,11,27,26,20,26,10,14,14,44,17,28,13,11,24,19,23,21,13,11,3,15,14,18,23,10,24,0,10,9,19,24,13,9,3,16,14,16,14,12,12,9,10,21,22,22,18,20,8,13,12,8,21,21,11,14,21,14,20,18,22,9,6,5,7,17,14,18,6,7,16,13,4,6,8,5,4,4,7,5,6,10,3,3,8,2,3,13,7,4,3,10,6,6,6,7,1,3,4,5,7,0,3,2,0,9,2,8,6,7,6,4,4,4,5,2,9,3,4,8,14,4,3
55512,North Wales borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0,0,1,1,1,3,0,0,0,2,0,0,2,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,2,2,0,2,2,1,0,2,0,1,2,2,0,1,0,0,1,0,0,3,1,1,2,6,1,0,3,4,1,0,1,2,0,3,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,2,1,0,1,1,3,2,2,1,0,1,0,0,1
59120,Pennsburg borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,0,2,0,1,11,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,4,0,2,1,1,2,1,5,3,1,0,0,0,0,0,1,0,1,2,3,0,3,0,0,0,1,5,4,7,0,0,0,1,1,3,2,1,1,2,2,6,3,2,1,3,3,4,0,3,1,5,1,0,1,6,3,6,0,0,0,2,3,7,7,2,1,1,0,1,1,2,2,2,3,2,0,1,2,1,3,2,0,1,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,3,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,1,0,1,1,1,2,1,0,2,0,1,1,0,1,1,0,1,3,0,1,1,2,1
59392,Perkiomen township,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,4,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,4,0,0,0,1,1,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,2,0,1,1,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,3,1,0,1,1,2,2,3,0,3,3,4,1,3,2,0,3,1,4,1,5,2,8,2,2,4,1,0,2,1,5,5,4,0,5,1,7,7,5,11,7,8,7,7,9,3,2,4,7,2,5,2,5,0,4,1,5,7,3,5,5,2,5,2,6,3,3,10,4,2,4,11,4,7,4,5,3,1,2,9,4,6,3,1,5,3,1,2,3,2,2,2,1,4,1,3,4,4,0,0,3,4,0,5,1,0,2,4,6,1,1,0,0,1,0,0,2,2,1,1,1,1,3,4,3,0,1,2,1,1,2,1,1,3,2,1,0,1,0,2,2,5,6,6,4,2,7,4,2,3
61664,Plymouth township,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,0,0,3,1,0,2,5,2,1,6,3,2,3,6,3,1,2,0,0,6,2,0,3,4,3,1,2,1,2,1,1,0,2,3,0,0,2,1,0,0,0,0,0,0,0,1,2,0,2,2,0,3,1,2,1,3,1,1,2,0,1,1,0,1,1,1,2,3,0,2,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,3,0,2,1,0,1,0,0,2,1,1,1,2,1,1,0,0,3,0,0,2,0,0,0,2,0,0,2,5,0,2,1,1,1,3,1,2,0,1,0,1,1,0,0,0,0,1,0,4,1,0,3,0,1,2,1,1,2,1,1,3,1,1,3,1,1,0,3,3,1,3,0,2,3,0,2,1,1,1,0,2,4,0,0,0,0,0,1,1,0,1,0,0,3,1,1,3,3,1,5,3,4,3,1,1,2,3,1,0,2,3,5,5,2,5,7,6,6,3,7,3,8,7,7,6,5,1,4,2,2,8,5,5,5,7,2,9,14,11,9,8,14,8,8,24,3,13,12,16,10,14,6,13,7,5,7,7,10,10,12,11,9,1,14,2,16,6,3,5,3,10,11,9,6,7,5,2,3,3,3,8,3,1,4,10,5,7,9,3,4,10,6,4,6,4,4,7,4,0,5,2,4,2,2,1,4,5,5,6,7,1,1,3,4,1,3,4,1,2,3,5,3,8,3,3,3,1,1,3,1,1,4,2,4,1,0,4,3,0,3,4,2,0,4,2,0,2,1,2,1,2,5,8,6,1,6,3,2
62416,Pottstown borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,4,0,1,0,3,0,3,3,3,1,7,5,1,6,0,0,0,3,3,2,3,1,4,3,2,2,0,0,1,0,3,0,3,0,1,3,4,2,2,2,2,0,3,4,1,2,1,1,2,1,1,1,3,0,2,1,0,1,0,0,2,2,0,1,2,2,1,1,1,0,1,0,1,0,2,2,0,0,1,0,0,3,0,1,0,4,3,0,5,1,1,2,2,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,3,0,0,3,1,1,2,1,4,0,0,2,1,1,0,2,0,5,0,2,2,0,2,0,1,1,0,0,1,2,0,0,1,0,0,3,0,0,0,1,1,0,0,1,1,2,2,2,1,0,2,2,2,1,0,1,0,0,0,3,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,2,2,0,0,1,0,0,1,1,3,1,2,0,0,2,1,0,1,0,1,2,2,2,2,2,3,0,1,2,3,5,1,8,4,3,1,1,4,6,7,5,4,7,7,5,4,9,8,11,9,5,4,6,4,2,11,6,6,14,5,8,6,19,9,26,23,16,14,6,25,13,16,11,10,7,11,17,16,12,13,10,11,5,26,11,19,2,11,5,6,22,11,23,11,5,15,10,13,18,10,13,12,11,13,23,12,15,19,10,13,10,7,12,6,10,10,5,10,4,5,6,6,7,5,5,7,3,12,2,4,3,5,6,2,8,2,5,5,2,3,5,4,5,6,3,12,4,2,2,3,1,2,1,2,6,6,6,5,3,3,4,6,4,4,2,3,5,5,3,11,8,1,3,4,4,5,5,4,5,9,7,6,6
63808,Red Hill borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,2,0,0,0,1,0,1,0,2,3,3,0,1,0,2,0,2,0,1,5,3,0,2,2,1,2,0,0,2,1,0,1,1,2,0,1,2,0,3,2,2,0,2,1,3,2,1,1,0,1,2,2,2,3,1,0,0,0,1,3,2,1,0,1,1,3,0,3,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,2,0,0,0,0,0,1,0,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,1,0,2,0,0,0,0
65568,Rockledge borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,0,0,6,1,5,3,0,2,0,4,2,0,0,0,0,0,3,1,0,2,0,0,3,6,4,4,1,6,2,0,3,4,2,2,5,0,3,1,3,1,1,1,2,3,0,3,1,2,0,2,1,1,4,1,0,0,0,1,3,0,0,1,0,0,1,2,5,3,2,1,0,2,1,1,1,1,0,0,5,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,3,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,2,1,0,1,1
